time_ms,missed_ticks,min_cell_mV,max_cell_mV,max_temp_dC,soc_min_x10,soc_max_x10,cell_valid,temp_valid,soc_min_valid,soc_max_valid,override,init_source,D_table,D_factor,D_final,R_table,R_factor,R_final,C_table,C_factor,C_final,mode,vlow,vhigh,thigh,tlow,inputs_valid
0.0,0,0,0,0,0,0,0,0,0,0,0,DEFAULT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1,0,0,0,0,0,0,0,0,0,0,0,DEFAULT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.1,0,0,0,0,0,0,0,0,0,0,0,DEFAULT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.1,0,0,0,0,0,0,0,0,0,0,0,DEFAULT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.1,0,0,0,0,0,0,0,0,0,0,0,DEFAULT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.1,0,0,0,0,0,0,0,0,0,0,0,DEFAULT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.1,0,0,0,0,469,469,0,0,1,1,0,NVM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70.1,0,0,0,0,469,469,0,0,1,1,0,NVM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80.1,0,0,0,0,469,469,0,0,1,1,0,NVM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90.1,0,0,0,0,469,469,0,0,1,1,0,NVM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.1,0,0,0,0,469,469,0,0,1,1,0,NVM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110.1,0,0,0,0,469,469,0,0,1,1,0,NVM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120.1,0,0,0,0,469,469,0,0,1,1,0,NVM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130.1,0,0,0,0,469,469,0,0,1,1,0,NVM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140.1,0,0,0,0,469,469,0,0,1,1,0,NVM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150.1,0,0,0,0,469,469,0,0,1,1,0,NVM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160.1,0,0,0,282,469,469,0,1,1,1,0,NVM,819,0,0,590,1000,0,556,1000,0,0,1,0,0,0,0
170.1,0,0,0,282,469,469,0,1,1,1,0,NVM,819,0,0,590,1000,0,556,1000,0,0,1,0,0,0,0
180.1,0,0,0,282,469,469,0,1,1,1,0,NVM,819,0,0,590,1000,0,556,1000,0,0,1,0,0,0,0
190.1,0,0,0,282,469,469,0,1,1,1,0,NVM,819,0,0,590,1000,0,556,1000,0,0,1,0,0,0,0
200.1,0,0,0,282,469,469,0,1,1,1,0,NVM,819,0,0,590,1000,0,556,1000,0,0,1,0,0,0,0
210.1,0,0,0,282,469,469,0,1,1,1,0,NVM,819,0,0,590,1000,0,556,1000,0,0,1,0,0,0,0
220.1,0,0,0,282,469,469,0,1,1,1,0,NVM,819,0,0,590,1000,0,556,1000,0,0,1,0,0,0,0
230.1,0,0,0,282,469,469,0,1,1,1,0,NVM,819,0,0,590,1000,0,556,1000,0,0,1,0,0,0,0
240.1,0,0,0,282,469,469,0,1,1,1,0,NVM,819,0,0,590,1000,0,556,1000,0,0,1,0,0,0,0
250.1,0,0,0,282,469,469,0,1,1,1,0,NVM,819,0,0,590,1000,0,556,1000,0,0,1,0,0,0,0
260.1,0,0,0,279,469,469,0,1,1,1,0,NVM,820,0,0,591,1000,0,557,1000,0,0,1,0,0,0,0
270.1,0,0,0,279,469,469,0,1,1,1,0,NVM,820,0,0,591,1000,0,557,1000,0,0,1,0,0,0,0
280.1,0,0,0,279,469,469,0,1,1,1,0,NVM,820,0,0,591,1000,0,557,1000,0,0,1,0,0,0,0
290.1,0,0,0,279,469,469,0,1,1,1,0,NVM,820,0,0,591,1000,0,557,1000,0,0,1,0,0,0,0
300.1,0,0,0,279,469,469,0,1,1,1,0,NVM,820,0,0,591,1000,0,557,1000,0,0,1,0,0,0,0
310.1,0,0,0,279,469,469,0,1,1,1,0,NVM,820,0,0,591,1000,0,557,1000,0,0,1,0,0,0,0
320.1,0,0,0,279,469,469,0,1,1,1,0,NVM,820,0,0,591,1000,0,557,1000,0,0,1,0,0,0,0
330.1,0,0,0,279,469,469,0,1,1,1,0,NVM,820,0,0,591,1000,0,557,1000,0,0,1,0,0,0,0
340.1,0,0,0,279,469,469,0,1,1,1,0,NVM,820,0,0,591,1000,0,557,1000,0,0,1,0,0,0,0
350.1,0,0,0,279,469,469,0,1,1,1,0,NVM,820,0,0,591,1000,0,557,1000,0,0,1,0,0,0,0
360.1,0,3632,3773,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
370.1,0,3632,3773,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
380.1,0,3632,3773,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
390.1,0,3632,3773,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
400.1,0,3632,3773,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
410.1,0,3632,3773,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
420.1,0,3632,3773,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
430.1,0,3632,3773,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
440.1,0,3632,3773,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
450.1,0,3632,3773,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
460.1,0,3632,3773,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
470.1,0,3632,3773,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
480.1,0,3632,3773,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
490.1,0,3632,3773,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
500.1,0,3632,3773,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
510.1,0,3632,3773,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
520.1,0,3632,3773,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
530.1,0,3632,3773,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
540.1,0,3632,3773,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
550.1,0,3632,3773,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
560.1,0,3631,3764,278,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
570.1,0,3631,3764,278,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
580.1,0,3631,3764,278,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
590.1,0,3631,3764,278,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
600.1,0,3631,3764,278,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
610.1,0,3631,3764,278,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
620.1,0,3631,3764,278,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
630.1,0,3631,3764,278,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
640.1,0,3631,3764,278,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
650.1,0,3631,3764,278,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
660.1,0,3631,3764,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
670.1,0,3631,3764,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
680.1,0,3631,3764,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
690.1,0,3631,3764,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
700.1,0,3631,3764,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
710.1,0,3631,3764,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
720.1,0,3631,3764,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
730.1,0,3631,3764,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
740.1,0,3631,3764,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
750.1,0,3631,3764,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
760.1,0,3630,3767,281,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
770.1,0,3630,3767,281,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
780.1,0,3630,3767,281,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
790.1,0,3630,3767,281,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
800.1,0,3630,3767,281,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
810.1,0,3630,3767,281,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
820.1,0,3630,3767,281,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
830.1,0,3630,3767,281,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
840.1,0,3630,3767,281,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
850.1,0,3630,3767,281,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
860.1,0,3630,3767,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
870.1,0,3630,3767,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
880.1,0,3630,3767,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
890.1,0,3630,3767,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
900.1,0,3630,3767,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
910.1,0,3630,3767,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
920.1,0,3630,3767,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
930.1,0,3630,3767,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
940.1,0,3630,3767,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
950.1,0,3630,3767,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
960.1,0,3630,3767,285,469,469,1,1,1,1,0,NVM,818,1000,818,589,1000,589,555,1000,0,0,0,0,0,0,1
970.1,0,3630,3767,285,469,469,1,1,1,1,0,NVM,818,1000,818,589,1000,589,555,1000,0,0,0,0,0,0,1
980.1,0,3630,3767,285,469,469,1,1,1,1,0,NVM,818,1000,818,589,1000,589,555,1000,0,0,0,0,0,0,1
990.1,0,3630,3767,285,469,469,1,1,1,1,0,NVM,818,1000,818,589,1000,589,555,1000,0,0,0,0,0,0,1
1000.1,0,3630,3767,285,469,469,1,1,1,1,0,NVM,818,1000,818,589,1000,589,555,1000,0,0,0,0,0,0,1
1010.1,0,3630,3767,285,469,469,1,1,1,1,0,NVM,818,1000,818,589,1000,589,555,1000,0,0,0,0,0,0,1
1020.1,0,3630,3767,285,469,469,1,1,1,1,0,NVM,818,1000,818,589,1000,589,555,1000,0,0,0,0,0,0,1
1030.1,0,3630,3767,285,469,469,1,1,1,1,0,NVM,818,1000,818,589,1000,589,555,1000,0,0,0,0,0,0,1
1040.1,0,3630,3767,285,469,469,1,1,1,1,0,NVM,818,1000,818,589,1000,589,555,1000,0,0,0,0,0,0,1
1050.1,0,3630,3767,285,469,469,1,1,1,1,0,NVM,818,1000,818,589,1000,589,555,1000,0,0,0,0,0,0,1
1060.1,0,3628,3756,285,469,469,1,1,1,1,0,NVM,818,1000,818,589,1000,589,555,1000,0,0,0,0,0,0,1
1070.1,0,3628,3756,285,469,469,1,1,1,1,0,NVM,818,1000,818,589,1000,589,555,1000,0,0,0,0,0,0,1
1080.1,0,3628,3756,285,469,469,1,1,1,1,0,NVM,818,1000,818,589,1000,589,555,1000,0,0,0,0,0,0,1
1090.1,0,3628,3756,285,469,469,1,1,1,1,0,NVM,818,1000,818,589,1000,589,555,1000,0,0,0,0,0,0,1
1100.1,0,3628,3756,285,469,469,1,1,1,1,0,NVM,818,1000,818,589,1000,589,555,1000,0,0,0,0,0,0,1
1110.1,0,3628,3756,285,469,469,1,1,1,1,0,NVM,818,1000,818,589,1000,589,555,1000,0,0,0,0,0,0,1
1120.1,0,3628,3756,285,469,469,1,1,1,1,0,NVM,818,1000,818,589,1000,589,555,1000,0,0,0,0,0,0,1
1130.1,0,3628,3756,285,469,469,1,1,1,1,0,NVM,818,1000,818,589,1000,589,555,1000,0,0,0,0,0,0,1
1140.1,0,3628,3756,285,469,469,1,1,1,1,0,NVM,818,1000,818,589,1000,589,555,1000,0,0,0,0,0,0,1
1150.1,0,3628,3756,285,469,469,1,1,1,1,0,NVM,818,1000,818,589,1000,589,555,1000,0,0,0,0,0,0,1
1160.1,0,3628,3756,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1170.1,0,3628,3756,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1180.1,0,3628,3756,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1190.1,0,3628,3756,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1200.1,0,3628,3756,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1210.1,0,3628,3756,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1220.1,0,3628,3756,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1230.1,0,3628,3756,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1240.1,0,3628,3756,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1250.1,0,3628,3756,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1260.1,0,3635,3753,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1270.1,0,3635,3753,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1280.1,0,3635,3753,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1290.1,0,3635,3753,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1300.1,0,3635,3753,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1310.1,0,3635,3753,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1320.1,0,3635,3753,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1330.1,0,3635,3753,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1340.1,0,3635,3753,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1350.1,0,3635,3753,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1360.1,0,3635,3753,284,469,469,1,1,1,1,0,NVM,818,1000,818,589,1000,589,555,1000,0,0,0,0,0,0,1
1370.1,0,3635,3753,284,469,469,1,1,1,1,0,NVM,818,1000,818,589,1000,589,555,1000,0,0,0,0,0,0,1
1380.1,0,3635,3753,284,469,469,1,1,1,1,0,NVM,818,1000,818,589,1000,589,555,1000,0,0,0,0,0,0,1
1390.1,0,3635,3753,284,469,469,1,1,1,1,0,NVM,818,1000,818,589,1000,589,555,1000,0,0,0,0,0,0,1
1400.1,0,3635,3753,284,469,469,1,1,1,1,0,NVM,818,1000,818,589,1000,589,555,1000,0,0,0,0,0,0,1
1410.1,0,3635,3753,284,469,469,1,1,1,1,0,NVM,818,1000,818,589,1000,589,555,1000,0,0,0,0,0,0,1
1420.1,0,3635,3753,284,469,469,1,1,1,1,0,NVM,818,1000,818,589,1000,589,555,1000,0,0,0,0,0,0,1
1430.1,0,3635,3753,284,469,469,1,1,1,1,0,NVM,818,1000,818,589,1000,589,555,1000,0,0,0,0,0,0,1
1440.1,0,3635,3753,284,469,469,1,1,1,1,0,NVM,818,1000,818,589,1000,589,555,1000,0,0,0,0,0,0,1
1450.1,0,3635,3753,284,469,469,1,1,1,1,0,NVM,818,1000,818,589,1000,589,555,1000,0,0,0,0,0,0,1
1460.1,0,3626,3770,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1470.1,0,3626,3770,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1480.1,0,3626,3770,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1490.1,0,3626,3770,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1500.1,0,3626,3770,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1510.1,0,3626,3770,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1520.1,0,3626,3770,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1530.1,0,3626,3770,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1540.1,0,3626,3770,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1550.1,0,3626,3770,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1560.1,0,3626,3770,283,469,469,1,1,1,1,0,NVM,819,1000,819,589,1000,589,555,1000,0,0,0,0,0,0,1
1570.1,0,3626,3770,283,469,469,1,1,1,1,0,NVM,819,1000,819,589,1000,589,555,1000,0,0,0,0,0,0,1
1580.1,0,3626,3770,283,469,469,1,1,1,1,0,NVM,819,1000,819,589,1000,589,555,1000,0,0,0,0,0,0,1
1590.1,0,3626,3770,283,469,469,1,1,1,1,0,NVM,819,1000,819,589,1000,589,555,1000,0,0,0,0,0,0,1
1600.1,0,3626,3770,283,469,469,1,1,1,1,0,NVM,819,1000,819,589,1000,589,555,1000,0,0,0,0,0,0,1
1610.1,0,3626,3770,283,469,469,1,1,1,1,0,NVM,819,1000,819,589,1000,589,555,1000,0,0,0,0,0,0,1
1620.1,0,3626,3770,283,469,469,1,1,1,1,0,NVM,819,1000,819,589,1000,589,555,1000,0,0,0,0,0,0,1
1630.1,0,3626,3770,283,469,469,1,1,1,1,0,NVM,819,1000,819,589,1000,589,555,1000,0,0,0,0,0,0,1
1640.1,0,3626,3770,283,469,469,1,1,1,1,0,NVM,819,1000,819,589,1000,589,555,1000,0,0,0,0,0,0,1
1650.1,0,3626,3770,283,469,469,1,1,1,1,0,NVM,819,1000,819,589,1000,589,555,1000,0,0,0,0,0,0,1
1660.1,0,3629,3759,281,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1670.1,0,3629,3759,281,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1680.1,0,3629,3759,281,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1690.1,0,3629,3759,281,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1700.1,0,3629,3759,281,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1710.1,0,3629,3759,281,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1720.1,0,3629,3759,281,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1730.1,0,3629,3759,281,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1740.1,0,3629,3759,281,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1750.1,0,3629,3759,281,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1760.1,0,3629,3759,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1770.1,0,3629,3759,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1780.1,0,3629,3759,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1790.1,0,3629,3759,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1800.1,0,3629,3759,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1810.1,0,3629,3759,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1820.1,0,3629,3759,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1830.1,0,3629,3759,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1840.1,0,3629,3759,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1850.1,0,3629,3759,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1860.1,0,3637,3771,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
1870.1,0,3637,3771,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
1880.1,0,3637,3771,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
1890.1,0,3637,3771,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
1900.1,0,3637,3771,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
1910.1,0,3637,3771,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
1920.1,0,3637,3771,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
1930.1,0,3637,3771,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
1940.1,0,3637,3771,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
1950.1,0,3637,3771,279,469,469,1,1,1,1,0,NVM,820,1000,820,591,1000,591,557,1000,0,0,0,0,0,0,1
1960.1,0,3637,3771,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1970.1,0,3637,3771,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1980.1,0,3637,3771,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
1990.1,0,3637,3771,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
2000.1,0,3637,3771,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
2010.1,0,3637,3771,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
2020.1,0,3637,3771,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
2030.1,0,3637,3771,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
2040.1,0,3637,3771,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
2050.2,0,3637,3771,282,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
2060.1,0,3640,3759,281,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
2070.1,0,3640,3759,281,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
2080.1,0,3640,3759,281,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
2090.1,0,3640,3759,281,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
2100.1,0,3640,3759,281,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
2110.1,0,3640,3759,281,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
2120.1,0,3640,3759,281,469,469,1,1,1,1,0,NVM,819,1000,819,590,1000,590,556,1000,0,0,0,0,0,0,1
